,index,ID,doi,structure,E(S1),f(S1),E(T1),S-2T
885,393028,LACJII,,OC(=O)CNc1ccccc1[As](O)(O)=O,3.29280002,0.0054,1.841629533,-0.39045904600000014
202,67398,BROPSY,10.1107/S0365110X63001304,Brc1ccc(cc1)[N+]1=NOC(=O)[CH-]1,3.627000022,0.0598,1.61459243,0.39781516199999967
285,865629,YOGNAJ,,CC(N1P(C)C2CC3CC(C2=C1c1ccccc1)C3(C)C)c1ccccc1,3.27390002,0.1111,1.6483467930000002,-0.022793566000000265
407,53021,BIBDIB01,,CCCCCCN1C(=O)C2=C(N(CCCCCC)C(=O)C2=C1C1=CC=CS1)C1=CC=CS1,2.622000016,0.5643,1.36524689,-0.10849376400000033
447,383066,KOKMUT,10.1021/ol801358c,O1C(=C2C=CC=CC2=C1C1=CC=C(S1)C1=CC=CS1)C1=C2C=CC=CC2=C(O1)C1=CC=C(S1)C1=CC=CS1,2.091200013,1.2273,1.111284938,-0.1313698630000002
278,481263,NIBBIK,10.1021/cm062378n,CCCCCc1ccc(cc1)C#Cc1c2cc3ccccc3cc2c(C#Cc2ccc(CCCCC)cc2)c2cc3ccccc3cc12,1.9883000119999998,0.3999,1.002203475,-0.01610693800000007
485,308970,IJAZOK,10.1002/chem.201503856,CC(C)[Si](C#CC1=C2N=C3C=Cc4ccccc4C3=NC2=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C2=NSN=C12)(C(C)C)C(C)C,2.303000014,0.3271,1.231424835,-0.159849656
465,146363,DORRUZ,10.1107/S2053229614020099,COC(=O)C1=C(C(=O)OC)C(=CC=C2C(=O)N(c3c(C)cc(C)cc3C)C(=C2C(=O)OC)C(=O)OC)C(=O)N1c1c(C)cc(C)cc1C,2.766700017,0.7882,1.4560012130000002,-0.14530240900000058
797,692474,TIDKIC,10.1016/j.bmc.2013.02.027,CN1N=CN=C1C1=C2N=[N+]([O-])c3ccc(OCc4ccccc4)cc3N2N=C1,3.7871000230000003,0.0352,2.068037508,-0.3489749930000001
169,891927,ZODYUX01,10.1021/cm00060a021,ClC1=C2Oc3ccccc3N=C2C(=C2Oc3ccccc3N=C12)Cl,2.7224000160000004,1.0093,1.128349742,0.4657005320000005
15,685033,TECKOC,10.1107/S1600536806001498,CCS(=O)(=O)C1=[N+]([O-])c2ccccc2[N+](=C1c1ccccc1)[O-],3.41160002,0.1548,1.10385242,1.20389518
621,712898,UBEKUH,,Cc1ccc(cc1)N1N=C(N(Nc2ccc(Cl)cc2)C1=O)C1=C([O-])ON=[N+]1c1ccc(C)cc1,4.145200025,0.2395,2.200758318,-0.2563166109999999
412,796834,WOHDAY,,O=C1NC(=C2C(=O)NC(=C12)c1cccc(c1)C#N)c1cccc(c1)C#N,2.804500017,0.5169,1.458045604,-0.11159119100000003
625,897398,ZULKAS,10.1007/BF01433754,C=CCN1C=CC(=CC(C#N)=C2C(=O)c3ccccc3C2=O)c2ccccc12,2.625800016,1.1316,1.443140568,-0.2604811200000001
46,569685,PYRZLB,10.1016/S0040-4020(01)97738-5,CC1(C)CCCC(C)(C)C21NN=CC2=S=O,3.172800019,0.2104,1.4226901230000002,0.32741977299999947
454,804338,WUPJOI,10.1002/anie.201507573,Cc1cc(C)c(c(C)c1)c1c2cc3ccccc3cc2c(c2cc3ccccc3cc12)c1c(C)cc(C)cc1C,2.175600013,0.1393,1.156603867,-0.13760772100000018
807,521568,OQOWOI,10.1016/j.tetlet.2016.07.036,O=C1N(C(=O)c2ccccc12)C(=[N+]([O-])c1ccccc1)c1ccccc1,3.602800022,0.0014,1.979092198,-0.3553843740000002
347,693964,TIJZIX,10.1021/jo3019126,N(c1ccccc1)c1ccc2N=C3C=C(Nc4ccccc4)C(C=C3N(c3ccccc3)c2c1)=Nc1ccccc1,2.259300014,0.2391,1.166409762,-0.07351951000000012
554,652246,SESNOT,10.1021/cm00004a007,COc1ccc(CC2=CC(C(=CC2=C(C#N)C#N)Cc2ccc(OC)cc2)=C(C#N)C#N)cc1,2.606900016,0.0005,1.412364491,-0.2178289659999999
559,334243,JAJCEF,,Nc1nc2ccc(Cl)cc2c(c2ccccc2)c1c1ccccc1,2.723300016,0.3305,1.4718502119999999,-0.22040040799999971
324,159011,ECAYUF,10.1039/C6QO00673F,S1C=CC=C1C1=C2C(=C3c4ccccc4C(=C3C(=C2c2ccccc12)c1ccccc1)C1=CC=CS1)c1ccccc1,2.335500014,0.0,1.194888925,-0.054277836000000246
211,461279,MUNHEK,10.1016/j.orgel.2014.09.038,Brc1ccc(cc1)C1=C2C(=O)NC(=C2C(=O)N1)c1ccc(Br)cc1,2.641600016,0.5518,1.2291418,0.18331641599999982
860,559619,POSGUZ,10.1070/MC1994v004n05ABEH000397,Fc1c(F)c(F)c(N=S=Nc2ccccc2)c(F)c1F,3.33170002,0.7547,1.8549690980000002,-0.3782381760000004
495,17773,AMIWUQ,10.1039/C6DT01226D,CC(C)(C)C1=NN(c2ccccc2)[B-](F)(F)[N+](=N1)c1ccccc1,3.0596000180000003,0.0004,1.6127023269999998,-0.1658046359999994
286,150831,DUFZAG,10.1039/b901448a,CC[Si](CC)(CC)C#Cc1c2cc3c(C)ccc(C)c3cc2c(C#C[Si](CC)(CC)CC)c2cc3c(C)ccc(C)c3cc12,1.9960000119999999,0.2328,1.009614768,-0.023229524000000223
17,539505,PBTZBO,10.1107/S0567740875003457,O=C1N=[N+](N([O-])c2ccccc12)c1ccccc1,3.2476000189999996,0.1426,1.190057027,0.8674859649999997
358,215895,FOGSEA,10.1107/S1600536805002126,O=C1NC(=C2C(=O)NC(=C12)c1ccccn1)c1ccccn1,2.745200016,0.3947,1.41206952,-0.07893902399999986
131,99930,CIZCOE,10.1039/b717082c,CCCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCCC)c2cc3ccccc3cc12,2.060500012,0.1901,1.027947894,0.004604223999999935
110,503780,OCAMAJ,,O=N(=O)C1=CC2=NO[N+](=C2C=C1N(=O)=O)[O-],3.37490002,0.0693,1.538741619,0.297416782
385,873287,YULLIB,10.1002/chem.200902179,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#Cc2cccc3ccccc23)c2cc3ccccc3cc12)(C(C)C)C(C)C,1.812900011,0.0473,0.9555566301,-0.09821324920000007
578,105817,COQCAO,10.1039/C4CP02629B,COc1ccccc1C1=CC(=C(N1)N=C1N=C(C=C1c1ccccc1)c1ccccn1)c1ccccc1,2.404700014,0.6474,1.32005014,-0.23540026600000008
815,693617,TIHXNO10,10.1107/S0567740876007449,Oc1ccc2ccccc2c1N=NC1CCC(I)CC1,1.3556000080000001,0.0169,0.8570960429000001,-0.3585920778
653,483015,NIGXIL,10.1021/jo062380y,BrCc1nc2ccc(Br)cc2[n+]([O-])c1CBr,3.5315000210000003,0.0005,1.904147962,-0.27679590299999957
142,681511,TATMAD,10.1021/ol050872b,CC(C)[Si](C#Cc1c2cc3c(F)c(F)c(F)c(F)c3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(F)c(F)c(F)c(F)c3cc12)(C(C)C)C(C)C,1.995600012,0.2552,0.9634362309000001,0.06872755019999977
396,728262,UMUTUT,10.1016/j.tet.2016.05.069,CCCCCCCc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(CCCCCCC)cc2C1=O,2.522800015,0.3996,1.313499271,-0.10419852699999987
381,219489,FOTGAY,10.1039/C4CC06063F,CCCCCCN1C(=O)C2=C(NC(=O)C2=C1C1=CC=CS1)C1=CC=CS1,2.616700016,0.5738,1.3554412669999998,-0.09418251799999977
590,951683,CIHYAW,10.1002/cptc.201700228,Cc1ccc(cc1)N1c2ccccc2C(=O)C1=C1Nc2ccccc2C1=O,2.504000015,0.2758,1.372373007,-0.24074599900000004
399,196950,FATNOG,10.1039/C7TC00143F,N#Cc1c2ccccc2c(C#N)c2cc3c(cc12)c(C#N)c1ccccc1c3C#N,2.034700012,0.1126,1.0698681209999998,-0.10503622999999962
293,438838,MEHWIH,10.1021/ja303402p,Cc1cc(C)c(c(C)c1)C1=C2C=C3c4ccccc4C(=C3C=C2c2ccccc12)c1c(C)cc(C)cc1C,2.417400014,0.0,1.222771343,-0.02814267199999998
96,436302,MBZFZO,10.1107/S0567740872003802,CC1=CC2=NO[N+](=C2C=C1)[O-],3.598900022,0.1149,1.599790035,0.3993199519999999
859,701551,TOLRIX,10.1039/C4CC04627G,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3cc12)(C(C)C)C(C)C,2.541000015,0.3719,1.4595963809999999,-0.37819274699999994
564,451540,MOGROR,10.1039/C4TC00550C,Fc1ccc2C(=O)C(Nc2c1)=C1Nc2cc(F)ccc2C1=O,2.715100016,0.337,1.4700488180000002,-0.22499762000000034
291,358314,KADBOI,,CC(C)c1cccc(C(C)C)c1N=C1C(Nc2ccccc12)=C1Nc2ccccc2C1=Nc1c(cccc1C(C)C)C(C)C,2.488600015,0.5556,1.2578430090000001,-0.027086003000000414
750,626578,ROBTIM,10.1002/chem.200800662,O=C1C=C2OCOC2=CC1=CC=Cc1ccccc1,2.942300018,0.1026,1.635765064,-0.32923011000000013
38,312621,ILISAX,10.1107/S1600536803019780,CCCCc1ccc(NC2=C3C(=O)C=CC(=C3C(=O)C=C2)Nc2ccc(CCCC)cc2)cc1,2.284800014,0.3584,0.9098923885,0.465015237
711,372114,KETDAQ,10.1080/00958972.2012.740023,CC1=CC(=C2N1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C1=CC=CO1)C,2.953200018,0.5498,1.631472196,-0.3097443740000001
705,455266,MOTZIE,10.1002/hc.1087,Brc1ccc2SN=S=Nc2c1,2.021600012,0.0079,1.163499504,-0.3053989960000001
91,388211,KUJTEQ,10.1016/j.tet.2015.03.096,ClC1=CC2=[N+]([O-])ON=C2C(=C1)Cl,3.4943000210000004,0.1659,1.5934478230000002,0.30740437499999995
745,458811,MUDHUO,10.2116/analsci.18.221,Cc1cc(C)cc(CN2C(=O)C3=C(N(Cc4cc(C)cc(C)c4)C(=O)C3=C2c2ccc3ccccc3c2)c2ccc3ccccc3c2)c1,2.646800016,0.6521,1.486769398,-0.32673878000000034
238,703414,TOSNAQ,10.1016/0040-4020(96)00482-6,CC(C)=Cc1c2Nc3ccccc3c2c(C=C(C)C)c2Nc3ccccc3c12,2.402000014,0.1649,0.6696128653,1.0627742834
721,571794,QAGYAB,10.1021/jo402440m,COc1ccc(cc1)C(C=CC(c1ccc(OC)cc1)=C(C#N)C#N)=C(C#N)C#N,2.799000017,0.1168,1.5564389790000002,-0.3138779410000003
114,731933,URANIM,10.1002/anie.201603135,Cc1cc(C)c(c(C)c1)C1=C2C=C3Sc4ccccc4C(=C3C=C2Sc2ccccc12)c1c(C)cc(C)cc1C,2.431700015,0.8501,1.13202736,0.16764529500000025
231,217987,FONTOT,10.1039/C4PY01315H,CC(C)(C)c1ccc(cc1)N1C(=O)C(=C2N(C(=O)C(=C12)C1=CC=C(Br)S1)c1ccc(cc1)C(C)(C)C)C1=CC=C(Br)S1,2.220100013,0.9156,0.9132470079999999,0.3936059970000003
251,350260,JOLQOS,10.1134/S1070363214080192,ClC1=CC2=[N+]([O-])ON=C2C(=C1N(=O)=O)N1CCCC1=O,3.2575000189999996,0.0978,1.523537965,0.21042408899999954
699,860349,YILZEA,10.1016/j.tetlet.2013.06.039,CC1=CC(=C2N1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C1=CC=C(I)S1)C,2.973200018,0.5401,1.6372255,-0.301250982
723,197411,FAVQUO,10.1016/S0008-6215(98)00251-1,CCC[n+]1cc([O-])ccc1C=O,3.4772000210000003,0.0001,1.895831319,-0.3144626169999998
482,685285,TEDBUZ,,CN1N(C(=O)C(=C1C)NC(=O)NC(=O)c1ccccc1)c1ccccc1,1.798300011,0.0077,0.9785034469,-0.1587068828
25,146186,DORCUJ,10.1021/ja805753d,CC(C)[Si](C(C)C)(C(C)C)[Si](=[Si]([Si](C)(C)C)[Si](C(C)C)(C(C)C)C(C)C)[Si](C)(C)C,3.151600019,0.2631,1.3515465009999998,0.4485070170000003
784,335155,JALZEB,10.1002/anie.198902151,CC(C)(C)c1cc(c(P=PNC23CC4CC(CC(C4)C2)C3)c(c1)C(C)(C)C)C(C)(C)C,3.627000022,0.0115,1.984810126,-0.3426202300000001
319,455279,MOVBII,10.1002/hc.1087,Fc1ccc(NSN=S=Nc2ccc(F)cc2)cc1,3.30960002,0.3247,1.6797656019999998,-0.04993118399999963
107,898751,ZUTDEZ,10.1021/jo400215e,Cc1ccc(cc1)S(=O)(=O)Oc1ccccc1C=CC=[N+]([O-])c1ccccc1,3.561700021,0.716,1.698291657,0.16511670700000014
634,598143,QUBVIS,10.1016/S0040-4039(01)00327-6,COC1=C(C#N)C(C(=C1OC)C#N)=C1C(=C(OC)C(=C1C#N)OC)C#N,2.566200015,0.0019,1.415380057,-0.26456009899999966
143,827163,XIQPIX,10.3987/COM-99-8741,CN1C(=O)C(C=C1c1c(C)cc(C)cc1C)=C1C=C(N(C)C1=O)c1c(C)cc(C)cc1C,2.658700016,0.4745,1.310454317,0.037791381999999984
138,98626,CIVMOL,10.1016/j.dyepig.2013.04.010,CCOC(=O)C1=C(N(C)C(=O)C1=C1C(=O)N(C)C(=C1C(=O)OCC)c1ccccc1)c1ccccc1,2.406900014,0.3932,1.13294901,0.14100199400000024
47,179793,ESIVOR01,10.1021/ja0386086,CC(C)OC(=O)C(C(=O)OC(C)C)=C1C=CC(C=C1)=C(C(=O)OC(C)C)C(=O)OC(C)C,3.494400021,1.3211,1.538582324,0.417235373
408,822317,XEXNEU,10.3987/COM-06-10711,CCOC(=O)C1=CN(C2CC2)C2=C(C=C(F)C3=[N+]([O-])ON=C23)C1=O,3.32220002,0.2001,1.7158664019999998,-0.10953278399999977
882,54737,BIHKEI01,10.1107/S0108270185003547,Cc1[nH+]cc2COC(O)c2c1[O-],3.6015000219999997,0.1399,1.995144711,-0.3887894000000003
627,639919,SAHDUD,10.1021/acs.joc.6b02821,CC1(C)NN=C(C=[N+]1[O-])c1ccccc1,3.30840002,0.0202,1.7848026369999999,-0.2612052539999996
715,889979,ZITFAL,10.1080/10426507.2013.800984,Clc1c(Cl)c(Cl)c(SC(Sc2ccc3ccccc3c2)=S=O)c(Cl)c1Cl,3.705200022,0.055999999999999994,2.008266885,-0.3113337479999996
881,716737,UDEWAB,10.1021/jo001232j,NC1=Nc2ccccc2N=[N+]1[O-],3.8109000230000003,0.0025,2.099280967,-0.38766191099999947
152,37907,BAGQEF,10.1021/jo981314w,COc1ccc(Nc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1,2.877600017,0.0792,1.2228216840000001,0.4319566489999995
684,291873,HUDWAF,10.1107/S1600536809050442,COC(C)=CC(=O)N1N=[N+]([O-])c2ccccc12,4.146300025,0.5083,2.220781815,-0.2952636049999997
415,398438,LASHAR,10.1080/00397911.2016.1249290,CN(C)c1ccc(cc1)N=C1c2ccccc2[N+](=C1C1=C(C)C=C(C)N1)[O-],2.386100014,0.092,1.249476868,-0.11285372199999966
147,602116,QURREB,10.1016/j.molstruc.2010.05.029,[O-][N+](=CC1=CC=C(O1)C=[N+]([O-])c1ccccc1)c1ccccc1,3.1792000189999996,1.3038,1.5503074380000001,0.0785851429999993
493,292686,HUHMEE,10.1039/C5CC04492H,Cc1cccc(C)c1N=C1C(Nc2ccccc12)=C1Nc2ccccc2C1=O,2.480400015,0.2223,1.322383244,-0.1643664730000003
338,517785,OMEVEH,10.1021/jo026771y,C[N+]([O-])=C1C(=O)C=CC2=NOC=C12,3.2415000189999996,0.0002,1.654211417,-0.0669228150000003
268,930875,TEKQIM,,BrN=C1C=CC(C=C1)=C(C#N)C#N,3.199100019,0.001,1.602773981,-0.006447942999999956
404,51355,BEVQAW,10.1021/ol303490b,CC[Si](CC)(CC)C#CC1=C2C=CC=CC2=C(C#C[Si](CC)(CC)CC)C2=N[Se]N=C12,2.346400014,0.2875,1.226896045,-0.107392076
424,542261,PEJHOD01,10.1021/cg3010097,Cc1ccc(cc1)C(c1ccc(C)cc1)=C1C=C(Cl)C(=O)C(=C1)Cl,3.1092000189999998,0.6886,1.613236215,-0.11727241100000008
440,766241,VOQBOS,10.1021/ja0162459,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3cc4ccccc4cc3cc12)(C(C)C)C(C)C,2.054000012,0.2145,1.08947719,-0.12495436800000004
521,816555,XECRUT,10.1021/jo052188g,CCOC(=O)CN1C=C2C=C1C(=C1C=CC(=N1)C(=C1NC(=C(c3ccccc3)C3=NC(=C2c2ccccc2)C=C3)C=C1)c1ccccc1)c1ccccc1,1.891900011,0.1989,1.0420183570000001,-0.1921367030000003
241,801409,WUCYAU,10.1039/b204179k,Cc1cccc(C)c1N(C#N)C(=O)C1=CC=CS1,3.825500023,0.2088,1.8937281780000002,0.038043666999999726
539,679723,TAPJUP,10.1107/S0108270191009125,CC1(O)c2ccccc2[N+]2=NOC(=C12)[O-],3.980300024,0.0661,2.093621326,-0.20694262800000018
90,165877,EHERIS,10.1002/hlca.200390102,CC1=CC2=[N+]([O-])ON=C2C=C1Br,3.529300021,0.0975,1.5489784340000001,0.4313431529999998
397,669004,SUDXOG,10.1021/jo502206g,COC(=O)C1CCCN1C=CC=C(O)C=C1C(=O)OC(C)(C)OC1=O,2.997500018,1.4276,1.55088568,-0.10427134199999966
854,491434,NOLKAC,10.1002/asia.201402389,CC[N+](CC)=C1C=CC2=C(C3=CC=C(Br)N3[B-](F)(F)N12)c1c(F)c(F)c(F)c(F)c1F,2.8582000169999997,0.6246,1.617279282,-0.37635854700000015
54,919889,ESIWAE02,10.1021/acs.macromol.6b00349,O=C(OCc1ccccc1)C(C(=O)OCc1ccccc1)=C1C=CC(C=C1)=C(C(=O)OCc1ccccc1)C(=O)OCc1ccccc1,3.5218000210000002,1.5794,1.635793909,0.25021220300000024
376,354811,JULROX,10.1107/S0108768192007821,COC(=O)C1NC(=O)NC(=C1)C(=O)OC,3.33430002,0.12,1.7123348000000003,-0.0903695800000004
716,136027,DIHDOO,10.1016/j.dyepig.2006.05.024,CCOC(=O)CN1C(=O)C2=C(N(CC(=O)OCC)C(=O)C2=C1c1ccccc1)c1ccccc1,2.927100018,0.4862,1.619336735,-0.3115734520000002
44,349633,JOJPIJ,10.1002/anie.201403509,CC[Si](CC)(CC)C#CC1=C2C=C3C=Cc4ccccc4C(=C3C=C2C=Cc2ccccc12)C#C[Si](CC)(CC)CC,2.266600014,0.7712,1.026704062,0.21319189000000005
867,156541,EAOPDO,,CCN(CC)P1(=O)OCC2OCC(=O)C2O1,1.376700008,0.0001,0.879039848,-0.381379688
696,106739,COSQUY,10.1039/C4OB01548G,COC(=O)CC(C(CC(C)C)NC(=O)OC(C)(C)C)N1N=[N+]([O-])c2ccccc12,3.926800023,0.1283,2.113557529,-0.3003150349999997
239,217404,FOMBEO,,CCN(CC)c1ccc(cc1)N=Nc1ccc2C(=O)NC(=O)c2c1,2.302700014,0.1243,1.087465724,0.12776856599999986
206,92448,CFDAMZ,,CN(C)N=CC(C#N)=C(C=NN(C)C)C#N,3.35270002,1.1449,1.647211561,0.05827689799999991
117,577129,QAWVIW,10.1002/adsc.201601151,Cc1ccc2[N+](=C(c3ccccc3)C(c2c1)=C(c1ccccc1)c1ccccc1)[O-],3.0447000180000003,0.2208,1.38694933,0.2708013580000004
151,632095,RUDTIV,10.1021/jo501103e,[O-][N+]1=C2C=C(SC32c2ccccc2C1c1ccccc31)c1ccccc1,3.2396000189999996,0.1024,1.5115254999999999,0.2165490189999999
262,880670,ZATJIQ,10.1021/acs.orglett.6b03815,Brc1ccc2c(c1)N(Cc1ccccc1)C(=O)C2=[N+]1CCC(=O)[N-]1,3.26410002,0.3422,1.633051001,-0.0020019819999999022
635,141191,DMBCRY,10.1039/p29740001445,Cc1c2cccc3ccc4c(C)c5cccc6ccc1c(c56)c4c23,2.9087000169999997,0.9940000000000001,1.5872139669999998,-0.265727917
64,234620,GATTEA,,[O-][N+]1=C(c2ccccc2)C(=C(C#N)C#N)c2ccccc12,3.0211000180000003,0.1176,1.2490703029999999,0.5229594120000005
457,281366,HISKEB,,Fc1c(F)c(F)c(c(F)c1F)C1=CC(SC1=C(C#N)C#N)=C(C#N)C#N,3.247300019,0.6169,1.693286123,-0.1392722270000002
413,777550,WAKRUY,10.1016/j.matchemphys.2013.05.031,c1ccc(cc1)N=C=Nc1ccccc1,0.8883000053,0.001,0.5000426431,-0.11178528090000006
188,357596,KABLAA,,CCN(CC)c1ccc(N=C2C=CC(=C(C#N)C#N)c3ccccc23)c(NC(C)=O)c1,2.040900012,0.7695,1.008748629,0.023402753999999693
530,951682,CIHXUP,10.1002/cptc.201700228,Cc1ccc(cc1)N1c2ccccc2C(=O)C1=C1N(c2ccc(C)cc2)c2ccccc2C1=O,2.301400014,0.1744,1.250435253,-0.1994704920000001
630,169835,EKUDOF,10.1039/C6PY00346J,CCCCN1C(=O)C2=C(N(CCCC)C(=O)C2=C1c1ccc(Br)cc1)c1ccc(Br)c(F)c1,2.944200018,0.4741,1.603612636,-0.263025254
129,813866,XAVKAI,10.1002/adma.201103759,CC(C)[Si](C#Cc1c2cc3nccnc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3nccnc3cc12)(C(C)C)C(C)C,2.060100012,0.2544,1.027716053,0.004667905999999888
724,723940,UKATOR,10.1021/acs.cgd.6b00157,Fc1cc(F)cc(c1)C1=C2C(=O)N(Cc3ccccc3)C(=C2C(=O)N1Cc1ccccc1)c1cc(F)cc(F)c1,2.9641000180000003,0.4826,1.6397577909999999,-0.31541556399999937
326,451546,MOGSAE,10.1039/C4TC00550C,Fc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(F)cc2C1=O,2.515400015,0.3116,1.285448959,-0.055497903000000015
512,188687,EZAFUI,10.1039/C6CC08079K,COc1ccc(cc1)N(C)C=CC=C(O)C=C1C(=O)OC(C)(C)OC1=O,2.948800018,1.7456,1.5636056409999999,-0.17841126399999974
136,739101,UZANAM,10.1039/C4TC01992J,CC(C)[Si](C#CC1=C2N=C3C=CC=CC3=NC2=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C2=NSN=C12)(C(C)C)C(C)C,2.131600013,0.3307,1.0289783890000002,0.07364323499999958
520,382358,KOHJAT,10.1055/s-2008-1067207,CCCCCCCCCCCCSC1=[N+]([O-])c2ccc(OC)cc2NC1=O,3.616700022,0.2485,1.9028491630000002,-0.1889983040000005
785,381760,KOFMAU,,CN1c2ccccc2C(C)(C)C1=CC=CC=CC=C(C#N)C#N,2.798500017,1.9861,1.5706258519999998,-0.3427516869999998
883,758493,VILMIM,,Cc1ccc(SN=S=NSN=S=NSc2ccc(C)cc2)cc1,2.541800015,0.9968,1.465955954,-0.3901118929999998
105,266818,HANTAT,10.1021/ja207978v,CC(C)(C)OC(=O)CN1N=C2C(=N1)C(=C1[N-][S+]=NC1=C2C1=CC=CS1)C1=CC=CS1,2.179300013,0.3992,1.048065815,0.08316838300000029
18,762220,VIZBUB,10.1021/ja00012a029,CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=C1SC(C=C1)=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C,2.370900014,1.6578,0.8125099164,0.7458801812
134,76161,CADMIE,10.1021/ol0167356,CC(C)(C)C#Cc1c2cc3ccccc3cc2c(C#CC(C)(C)C)c2cc3ccccc3cc12,2.064100012,0.1945,1.028920429,0.006259153999999878
467,960889,YIBGEY,10.1021/jacs.8b02493,CN(C)c1ccc(cc1)[N+]1=NOC(=C1c1ccc(cc1)C(F)(F)F)[O-],4.019300024,0.3923,2.084607881,-0.1499157380000007
132,99926,CIZCEU,10.1039/b717082c,CCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCC)c2cc3ccccc3cc12,2.015300012,0.0801,0.9743104445999999,0.0666791228000001
233,527588,OXIJAH,10.1021/jo101497f,CC1=C(C#Cc2ccccc2)C(=C)C(C1c1ccccc1)c1ccccc1,4.276900026,0.5254,2.057449558,0.16200090999999972
839,397133,LAPHEQ,10.1021/ol050151c,CCOC(=O)C1=C(CC)C(=C(N1)C1=NC(C(=C1CC)CC)=C1N=C(C(=C1CC)CC)C1=C(CC)C(=C(N1)C(=O)OCC)CC)CC,2.395500014,1.034,1.383790088,-0.37208016200000005
442,960890,YIBGIC,10.1021/jacs.8b02493,COc1ccc(cc1)[N+]1=NOC(=C1c1ccc(cc1)C(F)(F)F)[O-],4.047500024,0.311,2.0877736540000003,-0.12804728400000087
767,501854,OBASUF,10.1071/CH99087,BrC1C2CC(C(Br)c3cc4ccccc4[n+]([O-])c23)c2[n+]([O-])c3ccccc3cc12,3.860900023,0.0371,2.098285684,-0.33567134499999973
0,325943,IVUGIR,10.1002/anie.201604115,FC(COc1n[n+]([O-])c(OCC(F)(N(=O)=O)N(=O)=O)n[n+]1[O-])(N(=O)=O)N(=O)=O,3.36390002,0.1956,0.6684716197999999,2.0269567804
93,919976,FEHYID,10.1002/slct.201500037,Cc1ccc(cc1)C1=[N+]2C(=NC3=C(c4ccc(C)cc4)C(=C(N3[B-]2(F)F)c2ccc(C)cc2)C(C2=CC=CN2)=C2C=CC=N2)C(=C1)c1ccc(C)cc1,2.254000013,0.8994,1.090335164,0.07332968500000003
16,50476,BERZON,,FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N,3.34740002,1.2009,1.345250113,0.6568997939999996
800,492406,NONZAR,,N#CC(C#N)=C1C=CC(C2=NON=C12)=C(C#N)C#N,3.697100022,1.089,2.023948615,-0.35079720800000036
183,630177,ROPXIF,10.1002/anie.201410316,c1ccc2c(c1)cc1cccc3cc4c(cc5cccc6cc7ccccc7c4c56)c2c13,2.2254000130000002,0.6087,1.104291612,0.016816789000000387
893,237225,GEDTUF,10.1016/j.jfluchem.2005.11.021,C[Si](C)(C)N=S=NSc1ccccc1,3.5317000210000002,0.2717,1.9635991240000001,-0.39549822700000004
672,767384,VOVSIK,10.1016/j.tet.2015.01.017,Oc1ccc(cc1)c1cc2c(ccc(c3ccc(O)cc3)c2C(c2ccc(O)cc2)=C2C=CC(=O)C=C2)cn1,2.1983000130000003,0.0003,1.243073485,-0.28784695699999974
642,636252,RUTXUA,10.1021/ic1000107,S1N=S=N[As]1c1ccccc1,3.234500019,0.0298,1.752004754,-0.26950948900000027
529,755226,VEYQEW,10.1021/ja063519p,CC(C)c1ccb2c(c1)c1cc(ccb1n1ccccn21)C(C)C,2.7529000160000003,0.3332,1.4761572019999998,-0.19941438799999922
88,506361,ODEDIK,10.1021/ja011658v,CC(C)(C)[Si](C)(C)[Si]12C3(C4CC5CC(C4)CC3C5)[Si]1(C12C2CC3CC(C2)CC1C3)[Si](C)(C)C(C)(C)C,2.9847000180000003,0.1907,1.290181019,0.4043379800000002
677,941662,HETKOJ,10.1002/chem.201704252,CCC1=CC=C(N1)C1=C2C=CC(=[N+]2[B-](F)(F)N2N=NN=C12)CC,2.708000016,0.003,1.4993976569999998,-0.2907952979999995
410,8210,AFURIE,10.1107/S1600536813017765,Brc1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(c1)[N+]1=NOC(=C1)[O-],4.088300024,0.0914,2.0993610780000003,-0.11042213200000095
760,689852,TEWGEI,10.1246/bcsj.80.349,C[Si](C)(C)C1=CC=C([Se]1)C(=C=C=C(C1=CC=C([Se]1)[Si](C)(C)C)C1=CC=C([Se]1)[Si](C)(C)C)C1=CC=C([Se]1)[Si](C)(C)C,2.3207000140000003,0.5606,1.3271563929999999,-0.3336127719999995
